id,texte,sentiment
6256,Had a nice dinner with mom! I`ve started the chicken rolls. They are going to cook overnight. The rest I`ll do tomorrow.,1
6257,Cancelling my JavaOne  http://ff.im/3nzTH,0
6258,OMG that dunk on Dampier was MASSIVE! Big ups!!! Love it...,1
6259,"rcb trashes mumbai indians....  i feel bad for mumbai indians, they just didn`t know what hit him...",0
6260,"oficially mother`s day! Hug & kissa Ur mom today more than U do everyday  cooking 4 her is a good idea, i`m making enchiladas suizas =]",1
6261,"krys: running, mud baths and nice French food in napa w/ jimming",1
6262,I  have a visual.  I`m smiling.    see,1
6263,Dakota just had a her first bath since being spayed... She was in Heaven!,1
6264,thank you! I really appreciate that babe,1
6265,Dinner with the parental unit is always grand,1
6266,i love everrything from breadtalk  i would eat the whole place if i could,1
6267,"so sorry to hear that.  I lost two hard drives this year, I know the feeling",0
6268,"FCKeditor is giving me problems! Posts just fine, but only edits in plain text! Help!",0
6269,miss u more,0
6270,justwatched the most depressing episode of Jon  Kate EVER!!!i actually almost cried.,0
6271,Bumping Air Supply`s Greastest Hits,1
6272,you don`t love me anymore!,0
6273,my internet is being a ***** again!!! wtf. i think im gonna sleep afterward. internet is driving me crazyyy!,0
6274,Its so **** hot! **** no air conditioning.,0
6275,wow that is a great list... Now i need to shop,1
6276,"_2 Hey, Thanks 4 The Advice & Support",1
6277,Ugh... Waiting.... Interminable...,0
6278,is watching the final episode of E.R  Goon SuBo 2 win Britians Got Talent,1
6279,The new redesigned cricinfo : http://tinyurl.com/mxlcuv I hate change,0
6280,Cool show last night had me in fits,1
6281,aw man im sorry! I have logical reasoning I promise! I had to study in order to tutor my new student! 4give me,0
6282,0k...enjoy Dora the Explorer..  greetings to your niece!!,1
6283,"i wanna move to england! 'ello, i must go to the loo. i will head to my caddy,yes.' gahaha and the awesome accent.",1
6284,missing  on his birthday,0
6285,Eating pringles at nearly 1 AM really reminds me  of touring with the Jonas Brothers (don`t ask).......I miss that so much....,0
6286,"Music Update Before Leaving. Check out the songs Photograph by Air, Disco Friends by Just Jack, Stand Up by The Prodigy. And Enjoy!!!",1
6287,I`m proud of You Solange.,1
6288,I wish i could sleep past four a.m. on my nights off  good morning!,1
6289,moving back home today. pro: obnoxiously closer to  con: no more mpls runs/excursions for at least a year.,0
6290,Haha you`re welcome! I was honestly going crazy too. Have a great night as well,1
6291,correction...a hot coco in my NKOTB cup  what a sweety!!!!,1
6292,Thanks! That will be you in October,1
6293,just thought of a spanish name that she will pretend to be one night out: Ariella Gonzalez. like It? don`t care because i do,1
6294,yeah thought it was awesome - glad to see some characters like Gambit brought back into the fold,1
6295,good luck going to sleep. i`m up working on a stupid paper. no worries. ur not alone.  so u ready to record that album or what?,1
6296,Great new directory on Babysitterdirectory coming soon!  And its a directory with a twist.  All will be revealed next week!,1
6297,"I`ve done nothing today apart from moan,whinge,moan",0
6298,but lorraine kelly is a sexy mama!,1
6299,wish i was rollin with ya,1
6300,"http://twitpic.com/66uor - went on a really long cycle ride with my mum, brothers and my BFF Han today. My bum aches now!!",0
6301,sighs. where`s my candy,0
6302,"About to pik out my hair, braid it up, scrub off my make up and relaxxxx.... tonight was fun",1
6303,This class is really long and I`m really getting hungry,0
6304,IKR?! My mom got it for me a birthday a few years ago. Tis the best,1
6305,i lost my voice . what should i do ? it`s very torture,0
6306,i am up - dont want to be though  wish i had slept in more heather woke me up. i`ve got to work later but first i will read some twilight!,0
6307,"thankyou sugaaar  btw I`ll leave this town on 7, really hope could see you next time ya ra. Skrg sempit bgt sih waktunya ya",1
6308,had an awesome day at the zoo yes2dy!!!!! now gettin ready 4 church  yay!!!,1
6309,Was eating a tomato and it squirted all over me.,0
6310,I think Ive buggered up my mobile  ack. I am a stubborn **** and refuse to get a new one.,0
6311,"@_AislinnTighee bhaha, its a teenage nightclub and i am at home when im supposed to be there. they had no **** license. no more touch",0
6312,I am so sorry.,0
6313,A friend is someone who will help you move. A real friend is someone who will help you move a body,1
6314,aww  you are too kind!! Hi sweetie! Are you guys out partying without me   I`m the only person who came to work 2nite lol,1
6315,"Thanks! I have a Teflon liver (Being Scottish, I was raised on whisky)",1
6316,my cousins moved there like 2 years ago and I miss them so much. I was just looking at their facebook and now im sad,0
6317,"[Wrong!] #liesboystell Your the only one, I love (they really have several women)  http://tinyurl.com/nl6pct",0
6318,I am so hungry...if my arm were on the core diet I would eat it!  Guess I have to wait until dinner is ready,0
6319,Omigoodness I feel like a popsicle,1
6320,"plus, it is going to clash with ugly betty when channel 4 shows season 3 next month as well. grrr  !",0
6321,It`s too hot.  I don`t like it.,0
6322,just fought with my printer...after 2 hours i claim victory... i hate electronics,0
6323,They have a list of 50 state parks here in PA that are under consideration for closing. Nice ones too.,0
6324,tut tut. Isn`t charging just fun. Thr new palm pre charging platform looks nifty tho.,1
6325,"I like this bride`s sense of humor, she wore this wedding gown once...by accident!  http://bit.ly/Tnshf",1
6326,What a bad day,0
6327,had the best weekend,1
6328,whoa!! hahaha! wee going there in a bit! just watching Hugh Jackman`s interview at Oprah.,1
6329,My student just walked in balling.  She just witnessed her dog getting hit on the street.  I don`t know what to do to cheer her up.,0
6330,nope! not comin up 2nite gurl!,0
6331,"I`m sorry, that stinks.",0
6332,is wishing she would get more followers,1
6333,I almost lost you again phone  silly indy,0
6334,"You`re following Ellen, Oprah, and... me! I`m honored!",1
6335,Proudly watching my film  http://bit.ly/dP2Uh,1
6336,One is not supposed to have a headache on a Friday. That`s just not right.,0
6337,Sittin through this boring **** conference call... Then i get to go home n nap *{missin  alot  }*,0
6338,uuuugh  i hate everything,0
6339,good day,1
6340,"It`s Friday and sun is shining and its quite warm already, Just walked the dog, He is so freaky  hyper",0
6341,this is what i think about the world  at hannah montana set.... im missing tennessee ALOT today,0
6342,"Not to thrilled about the marathon this sunday, they assigned me on the street. Less $$$",0
6343,Very nice!  Bea and I are so bummed we can`t make it   We should try and get together in the near future.,1
6344,"is upset, I left my phone at home again",0
6345,"So, no yarn arriving until Monday and I don`t even know what`s in this shipment.  I have nothing to dye.    Now what?",0
6346,real stressed,0
6347,at school. Rusty just put Oh It Is Love on my ipod. awh,1
6348,doesn`t want to go to work....,0
6349,Stupid competition stuff keeps getting in the way  But I am going to get some words in today if it kills me   _writes,0
6350,Ahh im in love.  hes theeee best.,1
6351,Just finished studying for Abnormal Psychology. Eek. I still have two more days. I`ll do more than fine,0
6352,He`s been doing my makeup for YEARS... long before Tyra stole him away from us.,0
6353,_ho Yay you can eat proper food now!,1
6354,"good **** homie, hahahahaha thats what im talkin about  ;)",1
6355,"aww thats wikid, i need to book myne again sooon  miss you to lovely!! im off ned some brekkie.. speak soon dudde ****",1
6356,"... And, I was the only person who stood up for them. The world is full if spineless ****. This makes me sad",0
6357,I hate being young,0
6358,No. Not professional at all.,0
6359,"Tom, I saw again a guy who looks like you in my campus today. He`s SOOO adorable... :') But you`re still cuter than him. Haha..",1
6360,Can`t sleep and nothings on tv!!,0
6361,"too much good food on this Mother`s Day. not that i`m complaining! Seafood, durian puffs and macarons! yum!",1
6362,"I`m just to far from where you are, I wanna go home...",1
6363,my attempt to sync facebook and twitter seems to have failed,0
6364,Sorry was that mean,0
6365,I think I might get some of that today.  My throat is killing me! It feels like it`s in my lungs,0
6366,"is now following Chester Bennington, awesome!",1
6367,Just saw G.O.D perform I love you I thank you by MC Mong.,1
6368,"I`m not sure.  Btw, YAY FOR WICKED TICKETS! That`s awesome! When are you going?",1
6369,Such a busy day today!! Banbury Fair fashion show tonight and move into my apartment tomorrow! i have no started packing yet,0
6370,Head is throbbing from lack of sleep and still have mucho work. Doesn`t feel like a Friday,0
6371,Nursing my sick guniea pig back to health  and my cat is being jealous,0
6372,"nice on the jet ski testing! Hope the book is going well. Cheers for adding me, got twitter after watching the gadget show",1
6373,Defo can`t wait we will have a nice afternoon and some music,1
6374,i feel extremely depressed right now.,0
6375,i love his nose kisses,1
6376,looking at this website!! should be working!!,1
6377,"Jane Austen`s books!,    Pride and Prejudice & Emma are great!!, Also  Northanger Abbey!",1
6378,you can do it,1
6379,omg me 2 !! Haha i was half an hour late 4 work whoops !! Hahaha i h8 workin sat mornins,0
6380,"I don`t even want to know WHY you know about VHEMT, but don`t go - we`d miss you",0
6381,Sleep is not coming easy. Sleeping pills. Need them. Maybe this is why my mind is soo wild lately. No sleep=craziness. Proven fact!,0
6382,Is it sad that I`m a little sad it was the last day of school?  I am so ready to be done with it...but saying goodbye is hard.,0
6383,Sweat is just not cute.  Unfortunately I haven`t figured out how to work out without sweating. BOO.,0
6384,looking forward to the reading this post as I like your `no ****` writing and often learn a few things,1
6385,did you not think of texting me that!? I`ve just read it now lol! Figured out the html on my own.,1
6386,"Haha, she`s up here to stay, it`s nearly 2 hours on the coach for her to get here, may not be convenient for an hour of TV!",0
6387,headache boo,0
6388,"Same here, having a nice, quiet Sunday",1
6389,anyday! I hate living here!,0
6390,"Aww, I had one yesterday, they suck",0
6391,"Lol - we`re like polar opposites, Ben! Maybe that`s why we get on so well",1
6392,putting up a half naked dougie poster  i love sugar`s ladmag,1
6393,happy mothers day!  <3,1
6394,have a awesome day at school!!!,1
6395,"ran 5 miles, went to the gym & woke up Ur great kids....dependable Danny  hope it has been great already",1
6396,I may have come down with something; we`re almost out of tissues!    this is not a good season  http://tinyurl.com/nccqya,0
6397,that`s precious,1
6398,Nothing wrong with that samantha,1
6399,caught up on emails for my research project.  yay for labels and search in #gmail.  much easier,1
6400,also just spoke to my <3...              Ã¯Â¿Â½tearÃ¯Â¿Â½,1
6401,glad you liked the gmail add-on too. We visual people like the asthetics to be right don`t we.,1
6402,would like to swap...i`m sitting with 3 grumpies,1
6403,"I love old school horror movies more, I got Elvira tattooed on my back",1
6404,Dow futures up 60 points in over night trading. Looks like May is off to a good start so far  /f,1
6405,OMG... Folding my laundry and matched ALL socks to its perfect pair!  Good laundry folding day it is,1
6406,Nice we didn`t see the fireworks but we sure heard `em,1
6407,Happy Mothers Day to Heidi Klum,1
6408,going to bed.   goodnight,1
6409,I am so sorry!!  That really sucks,0
6410,"Didn`t win a Lammy last night  but happy for Scott Sherman, who did. Walked my feet off at BEA today.",1
